crop_name,adm_id,date,tmin,tmax,prec,rad,tavg,et0,vpd,cwb
wheat,NL34,20011226,0.924,4.015,1.031,2678232.0,2.265,0.755,2.484,0.276
wheat,NL41,20011226,0.138,3.023,1.163,2557819.5,1.459,0.395,1.494,0.768
wheat,NL42,20011226,-1.388,2.307,0.886,2172248.25,0.489,0.419,1.431,0.467
wheat,NL11,20011227,-0.196,5.403,13.583,548122.562,2.608,0.446,2.197,13.137
wheat,NL12,20011227,1.719,6.985,14.429,540253.125,4.689,0.679,2.677,13.75
wheat,NL13,20011227,-0.707,5.281,10.864,649875.438,2.368,0.282,2.028,10.582
wheat,NL21,20011227,-0.26,5.647,10.843,716022.438,2.658,0.258,2.055,10.585
wheat,NL22,20011227,-0.444,6.272,8.346,945693.188,2.942,0.192,2.345,8.154
wheat,NL23,20011227,0.967,6.768,11.946,693459.312,4.028,0.46,2.347,11.486
wheat,NL31,20011227,0.031,6.978,9.24,910757.125,3.631,0.281,2.55,8.959
wheat,NL32,20011227,2.228,7.533,11.88,568464.625,5.476,0.573,2.638,11.307
wheat,NL33,20011227,0.571,7.927,7.107,854361.875,4.567,0.317,2.97,6.79
wheat,NL34,20011227,0.594,7.981,5.89,907900.875,4.715,0.326,2.977,5.564
wheat,NL41,20011227,-0.749,7.156,6.369,986319.25,3.498,0.188,2.762,6.181
wheat,NL42,20011227,-2.837,5.368,5.95,1725216.625,1.449,0.06,2.543,5.89
wheat,NL11,20011228,2.162,7.124,7.338,1713829.875,4.648,0.896,3.086,6.442
wheat,NL12,20011228,2.836,8.164,5.923,2217603.0,5.505,1.189,3.717,4.734
wheat,NL13,20011228,2.311,7.05,7.739,1600621.625,4.946,0.889,2.807,6.85
wheat,NL21,20011228,2.937,7.202,6.295,1876806.75,5.436,0.961,2.852,5.334
wheat,NL22,20011228,3.368,7.422,3.293,2359738.75,5.853,1.106,3.119,2.187
wheat,NL23,20011228,3.527,7.889,5.178,2320017.5,6.025,1.229,3.289,3.949
wheat,NL31,20011228,3.409,7.721,3.109,2745237.5,6.043,1.244,3.319,1.865
wheat,NL32,20011228,3.63,8.473,3.79,2655265.0,6.176,1.438,3.899,2.352
wheat,NL33,20011228,4.211,8.333,1.468,3046869.5,6.457,1.538,3.908,-0.07
wheat,NL34,20011228,4.082,8.588,1.142,3106394.5,6.523,1.538,4.077,-0.396
wheat,NL41,20011228,3.78,8.051,1.391,2734080.0,6.173,1.349,3.705,0.042
wheat,NL42,20011228,2.633,7.655,2.997,1696603.625,5.247,1.033,3.6,1.964
wheat,NL11,20011229,-0.731,3.048,1.844,2549267.5,0.552,0.206,1.96,1.638
wheat,NL12,20011229,0.023,3.751,3.42,2514229.25,1.624,0.382,2.263,3.038
wheat,NL13,20011229,-0.969,2.938,1.522,2648277.5,0.438,0.152,1.768,1.37
wheat,NL21,20011229,-0.819,3.395,3.222,2578897.0,0.925,0.178,1.776,3.044
wheat,NL22,20011229,-0.379,3.91,3.85,2393403.5,1.568,0.312,1.898,3.538
wheat,NL23,20011229,0.148,4.182,4.377,2640535.25,1.926,0.292,2.09,4.085
wheat,NL31,20011229,-0.001,4.111,3.713,2508128.75,1.807,0.322,2.032,3.391
wheat,NL32,20011229,0.35,4.708,3.745,2657596.25,2.415,0.562,2.709,3.183
wheat,NL33,20011229,0.819,4.953,2.57,2031367.75,2.396,0.525,2.592,2.045
wheat,NL34,20011229,1.173,4.879,1.47,1532725.0,2.597,0.643,2.57,0.827
wheat,NL41,20011229,0.107,4.483,2.216,1757566.0,1.937,0.476,2.278,1.74
wheat,NL42,20011229,-1.056,3.447,3.128,1335225.75,1.043,0.413,1.781,2.715
wheat,NL11,20011230,-4.249,1.198,1.19,2668597.75,-1.545,0.332,1.83,0.858
wheat,NL12,20011230,-1.41,1.809,3.015,2699097.75,0.393,0.53,1.999,2.485
wheat,NL13,20011230,-5.989,1.2,0.504,2373828.25,-1.664,0.317,1.625,0.187
wheat,NL21,20011230,-5.571,1.743,1.378,2322979.25,-1.339,0.381,1.803,0.997
wheat,NL22,20011230,-4.461,2.606,2.004,2644356.5,-0.68,0.436,2.139,1.568
wheat,NL23,20011230,-3.399,2.38,2.768,2446354.5,0.0,0.443,1.904,2.325
wheat,NL31,20011230,-4.329,2.675,2.088,2563647.5,-0.426,0.431,2.075,1.657
wheat,NL32,20011230,-0.535,2.707,3.054,2431005.25,1.261,0.642,2.264,2.412
wheat,NL33,20011230,-2.907,3.41,1.739,2780355.0,0.689,0.541,2.381,1.198
wheat,NL34,20011230,-1.748,3.766,1.011,3224243.75,1.629,0.525,2.339,0.486
wheat,NL41,20011230,-3.397,3.207,1.597,2814071.5,0.211,0.432,2.201,1.165
wheat,NL42,20011230,-3.246,2.219,1.261,2659163.75,-0.328,0.378,1.832,0.883
wheat,NL11,20011231,-6.099,2.089,1.84,3278796.0,-0.388,0.082,2.007,1.758
wheat,NL12,20011231,-0.564,4.043,2.209,3121808.0,2.351,0.487,2.816,1.722
wheat,NL13,20011231,-6.154,1.445,1.971,3349112.5,-1.486,0.002,1.874,1.969
wheat,NL21,20011231,-5.751,1.523,1.875,3422118.25,-1.06,0.0,1.745,1.875
wheat,NL22,20011231,-4.627,2.17,0.624,3506305.75,-0.705,0.012,1.853,0.612
wheat,NL23,20011231,-3.05,3.325,1.272,3332172.5,1.104,0.148,2.344,1.124
wheat,NL31,20011231,-4.251,2.764,0.552,3501421.25,-0.217,0.023,2.082,0.529
wheat,NL32,20011231,-0.118,4.602,1.428,3212791.0,2.962,0.626,3.271,0.802
wheat,NL33,20011231,-3.034,3.281,0.69,3451408.25,0.933,0.107,2.256,0.583
wheat,NL34,20011231,-2.172,3.294,0.393,3588234.0,1.05,0.128,2.195,0.265
wheat,NL41,20011231,-4.049,2.51,0.609,3487792.75,-0.251,0.025,1.885,0.584
wheat,NL42,20011231,-4.527,1.524,0.352,3449628.0,-1.021,0.02,1.505,0.332
wheat,NL11,20020101,0.636,3.988,0.341,2633456.75,2.554,0.193,1.755,0.148
wheat,NL12,20020101,2.985,5.333,0.346,2382987.75,4.377,0.693,2.391,-0.347
wheat,NL13,20020101,-0.919,2.615,0.116,2971114.5,0.957,0.021,1.361,0.095
wheat,NL21,20020101,-1.046,1.9,0.154,3191232.5,0.395,0.069,1.157,0.085
wheat,NL22,20020101,-1.394,1.24,0.071,3364557.25,-0.471,0.12,1.113,-0.049
wheat,NL23,20020101,0.552,3.011,0.093,2992929.25,1.713,0.241,1.443,-0.148
wheat,NL31,20020101,-1.217,1.61,0.013,3386116.75,-0.263,0.143,1.263,-0.13
wheat,NL32,20020101,2.485,4.481,0.094,2821816.25,3.445,0.637,2.28,-0.543
wheat,NL33,20020101,-1.245,2.087,0.001,3446233.75,-0.017,0.228,1.614,-0.227
wheat,NL34,20020101,-2.545,1.229,0.004,3231283.75,-0.789,0.201,1.417,-0.197
wheat,NL41,20020101,-2.548,0.936,0.008,3225322.5,-1.172,0.155,1.213,-0.147
wheat,NL42,20020101,-3.923,0.425,0.206,3344665.5,-2.0,0.206,1.358,0.0
wheat,NL11,20020102,-3.637,4.715,0.3,916766.125,1.215,0.841,2.541,-0.541
wheat,NL12,20020102,-1.995,5.75,0.036,2361517.0,2.951,0.675,2.793,-0.639
wheat,NL13,20020102,-2.653,3.021,0.086,1584653.0,0.483,0.464,1.748,-0.378
wheat,NL21,20020102,-1.491,1.839,0.034,2526614.5,0.035,0.136,1.178,-0.102
wheat,NL22,20020102,-2.916,0.921,0.011,3053276.75,-1.302,0.009,1.172,0.002
wheat,NL23,20020102,-1.139,2.565,0.028,2869811.5,0.623,0.115,1.409,-0.087
wheat,NL31,20020102,-3.232,0.914,0.005,2957944.5,-1.599,0.001,1.268,0.004
wheat,NL32,20020102,-0.729,3.975,0.028,3128685.75,1.644,0.216,2.148,-0.188
wheat,NL33,20020102,-4.436,0.412,0.003,3318837.25,-2.164,0.061,1.421,-0.058
wheat,NL34,20020102,-5.092,0.264,0.003,3743071.0,-2.399,0.188,1.752,-0.185
wheat,NL41,20020102,-4.82,0.349,0.001,3422920.75,-2.395,0.069,1.536,-0.068
wheat,NL42,20020102,-5.199,1.24,0.001,3961686.25,-2.061,0.142,2.271,-0.141
wheat,NL11,20020103,-5.24,-1.068,0.001,3317031.75,-3.617,0.514,2.049,-0.513
wheat,NL12,20020103,-4.604,-1.115,0.012,3312926.0,-3.039,0.537,1.856,-0.525
wheat,NL13,20020103,-5.799,-1.041,0.0,3488396.75,-3.892,0.543,2.168,-0.543
wheat,NL21,20020103,-5.867,-0.165,0.002,3635282.0,-3.738,0.513,2.476,-0.511
wheat,NL22,20020103,-4.428,0.977,0.0,3753208.75,-2.418,0.54,2.641,-0.54
wheat,NL23,20020103,-4.922,1.081,0.016,3525340.0,-2.734,0.517,2.622,-0.501
wheat,NL31,20020103,-4.147,1.096,0.0,3727083.75,-2.062,0.51,2.476,-0.51
wheat,NL32,20020103,-3.593,1.876,0.014,3411920.5,-1.613,0.507,2.61,-0.493
wheat,NL33,20020103,-4.153,1.045,0.0,3826891.5,-1.597,0.483,2.265,-0.483
wheat,NL34,20020103,-4.087,1.453,0.0,4076258.0,-1.253,0.534,2.394,-0.534
wheat,NL41,20020103,-4.138,0.971,0.0,3858100.25,-1.676,0.53,2.383,-0.53
wheat,NL42,20020103,-4.889,0.631,0.0,4192339.25,-2.318,0.701,2.719,-0.701
wheat,NL11,20020104,-6.691,-0.777,0.0,3449881.5,-4.659,0.606,3.027,-0.606
wheat,NL12,20020104,-5.663,-0.239,0.0,3505834.5,-3.032,0.685,2.843,-0.685
wheat,NL13,20020104,-7.505,-0.474,0.0,3595127.5,-5.136,0.579,3.297,-0.579
wheat,NL21,20020104,-7.402,-0.051,0.0,3739955.25,-4.698,0.583,3.421,-0.583
wheat,NL22,20020104,-5.62,0.605,0.0,3922925.0,-3.641,0.695,3.557,-0.695
wheat,NL23,20020104,-6.042,0.495,0.0,3702293.25,-3.558,0.694,3.347,-0.694
wheat,NL31,20020104,-5.347,0.603,0.0,3938353.25,-3.546,0.701,3.478,-0.701
wheat,NL32,20020104,-4.259,0.668,0.0,3709207.75,-2.117,0.736,3.053,-0.736
wheat,NL33,20020104,-5.482,0.967,0.0,4001983.75,-2.912,0.667,3.456,-0.667
wheat,NL34,20020104,-5.087,1.682,0.003,3847729.75,-1.659,0.609,3.276,-0.606
wheat,NL41,20020104,-5.462,1.221,0.0,4007915.5,-3.043,0.66,3.626,-0.66
wheat,NL42,20020104,-5.638,2.024,0.0,4266770.0,-3.28,0.761,4.362,-0.761
wheat,NL11,20020105,-6.601,2.179,0.107,2170281.75,-1.222,0.291,2.564,-0.184
wheat,NL12,20020105,-3.62,4.628,0.15,1770060.5,1.704,0.162,2.431,-0.012
wheat,NL13,20020105,-7.275,1.645,0.092,2293064.75,-2.124,0.351,2.782,-0.259
wheat,NL21,20020105,-6.745,1.781,0.071,2331435.0,-2.003,0.361,2.85,-0.29
wheat,NL22,20020105,-5.691,2.158,0.042,2334109.75,-1.751,0.394,2.948,-0.352
wheat,NL23,20020105,-5.185,2.659,0.107,1880431.75,-0.683,0.388,2.686,-0.281
wheat,NL31,20020105,-5.245,2.258,0.058,1841079.5,-1.404,0.418,2.781,-0.36
wheat,NL32,20020105,-2.851,4.045,0.122,1692517.0,1.443,0.272,2.277,-0.15
wheat,NL33,20020105,-3.634,3.062,0.038,1740822.25,-0.296,0.429,2.668,-0.391
wheat,NL34,20020105,-2.0,3.757,0.017,2063112.25,0.62,0.492,2.801,-0.475
wheat,NL41,20020105,-4.625,2.885,0.06,1878187.75,-1.029,0.41,2.867,-0.35
wheat,NL42,20020105,-6.619,3.609,0.005,3322061.0,-2.036,0.355,3.813,-0.35
wheat,NL11,20020106,0.899,4.897,0.347,1164065.375,3.404,0.14,1.298,0.207
wheat,NL12,20020106,3.589,6.119,0.656,1548194.375,4.846,0.251,1.505,0.405
wheat,NL13,20020106,-0.229,3.744,0.24,923125.938,1.992,0.169,1.2,0.071
wheat,NL21,20020106,-0.561,3.394,0.279,912196.0,1.688,0.17,1.122,0.109
wheat,NL22,20020106,-0.978,2.735,0.373,764735.125,1.141,0.201,0.998,0.172
wheat,NL23,20020106,0.468,4.66,0.497,1197851.375,2.882,0.161,1.335,0.336
wheat,NL31,20020106,-0.603,3.394,0.361,950683.875,1.553,0.187,1.131,0.174
wheat,NL32,20020106,2.572,5.754,0.566,1530378.0,4.196,0.206,1.503,0.36
wheat,NL33,20020106,0.277,3.96,0.282,990446.125,2.346,0.187,1.087,0.095
wheat,NL34,20020106,0.329,3.875,0.27,850886.438,2.423,0.215,1.057,0.055
wheat,NL41,20020106,-0.883,2.846,0.393,720702.625,1.242,0.209,0.975,0.184
wheat,NL42,20020106,-3.1,2.05,0.706,970106.125,-0.03,0.224,1.33,0.482
wheat,NL11,20020107,1.434,4.814,0.219,1776688.125,2.797,0.228,1.718,-0.009
wheat,NL12,20020107,1.898,5.036,0.288,1794231.625,3.492,0.307,2.056,-0.019
wheat,NL13,20020107,0.977,4.223,0.199,1680141.25,2.17,0.213,1.508,-0.014
wheat,NL21,20020107,1.084,4.034,0.273,1647497.125,2.294,0.205,1.407,0.068
wheat,NL22,20020107,0.533,3.725,0.273,1503782.625,2.057,0.192,1.17,0.081
wheat,NL23,20020107,1.461,4.412,0.302,1627602.375,2.772,0.222,1.527,0.08
wheat,NL31,20020107,0.479,3.83,0.316,1303604.0,1.975,0.214,1.195,0.102
wheat,NL32,20020107,1.41,4.629,0.308,1877797.125,2.909,0.207,1.661,0.101
wheat,NL33,20020107,0.913,3.992,0.441,1241987.0,2.237,0.27,1.383,0.171
wheat,NL34,20020107,1.418,3.921,0.376,1266004.625,2.603,0.323,1.427,0.053
wheat,NL41,20020107,0.45,3.764,0.439,1167321.625,2.074,0.245,1.229,0.194
wheat,NL42,20020107,0.016,3.059,0.365,1080559.5,1.681,0.201,0.867,0.164
wheat,NL11,20020108,0.41,2.954,0.256,1604521.0,1.564,0.238,1.333,0.018
wheat,NL12,20020108,0.515,3.291,0.278,1764731.25,1.941,0.314,1.58,-0.036
wheat,NL13,20020108,-0.118,2.864,0.12,1072068.0,1.452,0.307,1.205,-0.187
wheat,NL21,20020108,-1.297,3.033,0.062,1169673.875,1.206,0.332,1.361,-0.27
wheat,NL22,20020108,-1.789,3.482,0.032,1770594.5,1.187,0.348,1.693,-0.316
wheat,NL23,20020108,-0.659,3.172,0.167,1247959.25,1.58,0.358,1.401,-0.191
wheat,NL31,20020108,-1.665,3.417,0.04,1721525.875,1.194,0.354,1.711,-0.314
wheat,NL32,20020108,0.054,3.225,0.236,1453773.75,1.778,0.352,1.527,-0.116
wheat,NL33,20020108,-2.058,3.68,0.046,2219750.0,1.166,0.361,1.965,-0.315
wheat,NL34,20020108,-1.682,3.807,0.047,2676436.25,1.41,0.435,2.064,-0.388
wheat,NL41,20020108,-2.127,3.891,0.027,2622634.75,1.074,0.351,2.088,-0.324
wheat,NL42,20020108,-2.108,4.311,0.001,3608612.75,0.724,0.324,2.615,-0.323
wheat,NL11,20020109,-2.368,2.004,0.118,2331829.75,-0.488,0.15,1.46,-0.032
wheat,NL12,20020109,-1.052,2.731,0.138,2334565.75,0.71,0.192,1.43,-0.054
wheat,NL13,20020109,-3.052,2.033,0.017,3227263.5,-1.46,0.07,1.909,-0.053
wheat,NL21,20020109,-3.106,2.303,0.01,3598838.0,-1.559,0.057,2.09,-0.047
wheat,NL22,20020109,-2.775,3.118,0.001,3910765.75,-0.982,0.074,2.396,-0.073
wheat,NL23,20020109,-2.488,2.815,0.01,3638476.0,-0.661,0.037,1.982,-0.027
wheat,NL31,20020109,-3.031,3.133,0.0,3915891.75,-1.01,0.06,2.409,-0.06
wheat,NL32,20020109,-1.247,2.676,0.036,3465752.5,0.29,0.038,1.506,-0.002
wheat,NL33,20020109,-3.252,3.466,0.0,3988784.5,-0.667,0.091,2.541,-0.091
wheat,NL34,20020109,-2.344,4.334,0.0,4181151.25,0.542,0.174,2.76,-0.174
wheat,NL41,20020109,-3.17,3.806,0.0,4006506.75,-0.544,0.111,2.736,-0.111
wheat,NL42,20020109,-2.828,4.851,0.0,4246571.5,-0.195,0.223,3.362,-0.223
wheat,NL11,20020110,-3.167,1.275,0.0,3197171.5,-1.356,0.093,1.479,-0.093
wheat,NL12,20020110,-2.625,1.917,0.001,3054555.25,-0.103,0.056,1.291,-0.055
wheat,NL13,20020110,-3.737,0.889,0.0,3241318.5,-1.918,0.114,1.59,-0.114
wheat,NL21,20020110,-3.886,1.141,0.0,3270650.5,-1.738,0.11,1.654,-0.11
wheat,NL22,20020110,-2.999,2.348,0.011,3415774.0,-0.589,0.152,1.911,-0.141
wheat,NL23,20020110,-2.813,2.184,0.001,3179225.5,-0.378,0.11,1.644,-0.109
wheat,NL31,20020110,-2.755,2.716,0.009,3419566.75,-0.075,0.127,1.883,-0.118
wheat,NL32,20020110,-1.536,2.649,0.069,3128929.75,0.782,0.086,1.39,-0.017
wheat,NL33,20020110,-2.101,2.985,0.041,3207584.25,0.67,0.139,1.757,-0.098
wheat,NL34,20020110,-0.781,3.692,0.417,2824458.0,1.722,0.245,1.824,0.172
wheat,NL41,20020110,-2.236,3.421,0.07,3308793.25,0.647,0.172,2.06,-0.102
wheat,NL42,20020110,-2.874,4.393,0.077,3823351.0,0.371,0.315,3.048,-0.238
wheat,NL11,20020111,-2.278,3.966,2.708,979583.375,1.354,0.176,1.785,2.532
wheat,NL12,20020111,0.079,5.127,3.337,1098786.875,3.006,0.225,1.839,3.112
wheat,NL13,20020111,-2.383,3.062,1.971,1047784.875,1.017,0.163,1.41,1.808
wheat,NL21,20020111,-1.857,3.347,1.718,1015539.625,1.274,0.209,1.468,1.509
wheat,NL22,20020111,-0.51,4.015,1.667,1031741.875,1.863,0.31,1.613,1.357
wheat,NL23,20020111,-0.081,4.174,2.224,1095970.0,2.297,0.254,1.489,1.97
wheat,NL31,20020111,0.534,4.348,2.207,1266617.0,2.237,0.31,1.599,1.897
wheat,NL32,20020111,1.285,5.256,3.059,1617971.0,3.357,0.238,1.749,2.821
wheat,NL33,20020111,1.567,4.982,2.115,1930650.75,3.044,0.275,1.718,1.84
wheat,NL34,20020111,1.657,5.425,1.293,2334244.5,3.325,0.326,1.894,0.967
wheat,NL41,20020111,0.854,4.859,1.685,1593506.75,2.636,0.331,1.756,1.354
wheat,NL42,20020111,-0.195,3.544,1.977,1029392.938,1.855,0.361,1.482,1.616
wheat,NL11,20020112,1.502,4.828,0.07,2225005.0,3.248,0.142,1.222,-0.072
wheat,NL12,20020112,2.251,5.989,0.105,2094988.875,4.284,0.311,1.546,-0.206
wheat,NL13,20020112,1.336,4.605,0.155,1928851.5,2.976,0.173,1.219,-0.018
wheat,NL21,20020112,1.344,4.645,0.504,1445122.125,2.923,0.259,1.318,0.245
wheat,NL22,20020112,0.933,4.524,1.031,1102930.75,2.833,0.338,1.43,0.693
wheat,NL23,20020112,1.052,5.561,0.588,1459729.0,3.39,0.362,1.729,0.226
wheat,NL31,20020112,0.4,4.855,0.855,1114513.25,2.9,0.378,1.593,0.477
wheat,NL32,20020112,1.466,6.486,0.565,1566966.75,4.248,0.422,1.973,0.143
wheat,NL33,20020112,1.044,5.292,0.385,1220688.75,3.275,0.455,1.799,-0.07
wheat,NL34,20020112,1.626,4.677,0.045,1867071.0,3.027,0.398,1.636,-0.353
wheat,NL41,20020112,0.576,4.546,0.519,1051659.5,2.711,0.394,1.619,0.125
wheat,NL42,20020112,0.394,5.177,0.767,1178919.0,2.689,0.461,2.224,0.306
wheat,NL11,20020113,-0.068,5.549,0.029,3439885.0,1.993,0.337,2.827,-0.308
wheat,NL12,20020113,1.187,4.983,0.065,3073195.75,2.834,0.271,1.943,-0.206
wheat,NL13,20020113,-0.151,6.265,0.0,3635097.75,2.011,0.388,3.376,-0.388
wheat,NL21,20020113,-0.211,6.386,0.0,3826470.5,2.014,0.377,3.518,-0.377
wheat,NL22,20020113,-0.447,6.784,0.008,4041452.5,2.16,0.403,3.824,-0.395
wheat,NL23,20020113,0.093,6.262,0.047,3784703.5,2.444,0.358,3.2,-0.311
wheat,NL31,20020113,-0.383,6.695,0.013,4063953.0,2.388,0.343,3.533,-0.33
wheat,NL32,20020113,1.304,5.764,0.074,3193235.75,3.38,0.24,2.102,-0.166
wheat,NL33,20020113,0.131,6.491,0.011,3706700.25,3.188,0.283,2.871,-0.272
wheat,NL34,20020113,0.672,6.052,0.027,3446537.0,3.622,0.285,2.392,-0.258
wheat,NL41,20020113,-0.462,6.922,0.006,3945174.75,2.685,0.338,3.531,-0.332
wheat,NL42,20020113,-0.633,8.76,0.0,4303202.0,2.512,0.614,5.598,-0.614
wheat,NL11,20020114,-0.262,3.317,0.196,1905974.75,1.783,0.198,1.273,-0.002
wheat,NL12,20020114,2.126,4.952,0.232,1648014.875,3.692,0.218,1.112,0.014
wheat,NL13,20020114,-0.743,3.129,0.045,2022312.625,1.482,0.223,1.415,-0.178
wheat,NL21,20020114,-0.488,3.105,0.043,1752104.5,1.593,0.258,1.372,-0.215
wheat,NL22,20020114,0.117,3.558,0.075,1268004.875,2.016,0.311,1.359,-0.236
wheat,NL23,20020114,1.114,4.342,0.251,1340238.625,2.958,0.249,1.195,0.002
wheat,NL31,20020114,1.33,4.515,0.117,1337239.375,2.983,0.252,1.2,-0.135
wheat,NL32,20020114,2.863,6.3,0.32,2069653.25,4.677,0.216,1.412,0.104
wheat,NL33,20020114,2.842,5.982,0.189,2211872.0,4.347,0.239,1.387,-0.05
wheat,NL34,20020114,3.337,6.313,0.194,2638787.0,4.702,0.251,1.45,-0.057
wheat,NL41,20020114,1.762,4.962,0.146,1641386.25,3.401,0.276,1.322,-0.13
wheat,NL42,20020114,-0.897,4.331,0.023,2208278.25,1.982,0.379,2.281,-0.356
wheat,NL11,20020115,1.862,3.941,5.706,682229.375,2.777,0.379,1.088,5.327
wheat,NL12,20020115,3.412,5.139,9.02,561601.0,4.306,0.302,0.788,8.718
wheat,NL13,20020115,1.455,3.678,4.294,868299.25,2.429,0.41,1.223,3.884
wheat,NL21,20020115,1.524,3.876,4.578,943039.062,2.703,0.377,1.195,4.201
wheat,NL22,20020115,1.859,4.374,5.64,789622.062,3.17,0.338,1.092,5.302
wheat,NL23,20020115,2.929,4.73,7.621,574083.438,3.842,0.313,0.818,7.308
wheat,NL31,20020115,2.458,4.682,6.868,495034.625,3.563,0.304,0.876,6.564
wheat,NL32,20020115,3.603,5.867,9.101,454769.312,4.718,0.369,0.984,8.732
wheat,NL33,20020115,3.039,5.571,7.722,382778.438,4.252,0.352,1.052,7.37
wheat,NL34,20020115,3.595,5.92,8.197,409196.594,4.662,0.398,1.135,7.799
wheat,NL41,20020115,2.505,5.066,7.472,466774.0,3.754,0.338,1.039,7.134
wheat,NL42,20020115,1.039,4.435,5.228,1923769.75,2.451,0.396,1.69,4.832
wheat,NL11,20020116,1.73,5.307,0.23,1984955.0,3.134,0.302,1.659,-0.072
wheat,NL12,20020116,3.23,6.108,0.032,3098709.75,4.685,0.233,1.476,-0.201
wheat,NL13,20020116,1.458,5.039,0.262,1683186.5,2.773,0.329,1.632,-0.067
wheat,NL21,20020116,1.908,5.296,0.262,1766434.75,3.115,0.331,1.613,-0.069
wheat,NL22,20020116,2.012,5.538,0.198,1823945.25,3.243,0.347,1.701,-0.149
wheat,NL23,20020116,2.753,6.268,0.049,2406527.25,3.974,0.34,1.872,-0.291
wheat,NL31,20020116,2.245,6.39,0.044,2459741.25,3.706,0.324,2.057,-0.28
wheat,NL32,20020116,3.126,6.584,0.013,3325860.0,4.831,0.234,1.723,-0.221
wheat,NL33,20020116,1.89,7.023,0.01,3641733.5,4.309,0.286,2.288,-0.276
wheat,NL34,20020116,1.888,6.724,0.01,4227207.5,4.428,0.236,2.1,-0.226
wheat,NL41,20020116,1.884,6.487,0.062,2847195.0,3.786,0.331,2.151,-0.269
wheat,NL42,20020116,0.991,4.391,0.811,1584015.0,2.472,0.335,1.398,0.476
wheat,NL11,20020117,2.774,5.508,1.272,967843.125,4.425,0.216,1.184,1.056
wheat,NL12,20020117,4.633,6.637,3.67,1271434.875,5.662,0.322,1.257,3.348
wheat,NL13,20020117,2.349,5.277,0.605,850243.625,4.161,0.212,1.144,0.393
wheat,NL21,20020117,2.382,5.702,0.58,886573.875,4.394,0.316,1.379,0.264
wheat,NL22,20020117,2.262,6.084,0.475,1133755.375,4.535,0.35,1.622,0.125
wheat,NL23,20020117,3.416,6.517,1.712,1213345.25,5.147,0.327,1.493,1.385
wheat,NL31,20020117,3.105,6.501,1.178,1269775.5,4.94,0.328,1.588,0.85
wheat,NL32,20020117,4.845,7.034,3.969,1461195.625,5.873,0.336,1.417,3.633
wheat,NL33,20020117,4.154,7.074,2.316,1516131.875,5.457,0.363,1.712,1.953
wheat,NL34,20020117,4.41,6.951,2.193,1705800.75,5.578,0.386,1.602,1.807
wheat,NL41,20020117,3.247,6.666,1.269,1512485.5,4.979,0.378,1.784,0.891
wheat,NL42,20020117,1.073,5.992,0.193,2290935.0,3.88,0.475,2.348,-0.282
wheat,NL11,20020118,2.63,6.377,2.39,2700708.5,4.27,0.462,1.978,1.928
wheat,NL12,20020118,3.286,6.697,1.335,3302503.25,5.017,0.443,1.919,0.892
wheat,NL13,20020118,2.707,6.313,2.107,2823488.75,4.119,0.438,1.975,1.669
wheat,NL21,20020118,2.807,6.278,1.832,3080752.5,4.224,0.392,1.879,1.44
wheat,NL22,20020118,2.561,6.105,1.385,3522441.75,4.253,0.304,1.667,1.081
wheat,NL23,20020118,2.95,6.624,1.734,3511338.25,4.631,0.348,1.912,1.386
wheat,NL31,20020118,2.018,6.417,1.344,3871181.0,4.359,0.234,1.79,1.11
wheat,NL32,20020118,3.303,6.779,0.668,3827337.5,5.035,0.339,1.905,0.329
wheat,NL33,20020118,2.31,6.724,0.672,4116605.25,4.739,0.21,1.868,0.462
wheat,NL34,20020118,2.548,6.605,0.551,3991973.75,4.858,0.149,1.692,0.402
wheat,NL41,20020118,1.967,6.406,0.879,3952285.75,4.514,0.214,1.71,0.665
wheat,NL42,20020118,2.823,5.342,0.897,2968352.0,3.849,0.369,1.551,0.528
wheat,NL11,20020119,2.632,7.891,3.161,2421414.5,5.796,0.426,2.503,2.735
wheat,NL12,20020119,3.775,7.97,3.089,3429596.75,6.602,0.426,2.411,2.663
wheat,NL13,20020119,2.883,8.092,3.671,2162514.75,5.77,0.431,2.498,3.24
wheat,NL21,20020119,3.416,8.363,3.046,2215712.5,6.025,0.43,2.566,2.616
wheat,NL22,20020119,3.846,8.856,3.026,2783499.5,6.343,0.427,2.754,2.599
wheat,NL23,20020119,4.234,8.588,2.557,3188160.5,6.572,0.406,2.617,2.151
wheat,NL31,20020119,4.166,8.992,2.175,3522084.0,6.649,0.392,2.797,1.783
wheat,NL32,20020119,4.685,8.429,2.243,4118858.25,6.932,0.385,2.582,1.858
wheat,NL33,20020119,4.854,9.36,2.092,4221933.5,7.217,0.433,3.007,1.659
wheat,NL34,20020119,5.159,9.584,2.299,4507290.5,7.428,0.5,3.132,1.799
wheat,NL41,20020119,4.424,9.577,2.872,3693337.75,6.991,0.474,3.144,2.398
wheat,NL42,20020119,3.759,8.67,4.25,2492147.75,6.177,0.459,2.719,3.791
wheat,NL11,20020120,3.707,9.491,7.891,1375919.75,7.136,0.4,2.814,7.491
wheat,NL12,20020120,5.231,9.67,6.522,1458820.125,7.637,0.681,2.881,5.841
wheat,NL13,20020120,3.285,9.923,7.094,1232745.125,7.344,0.154,2.745,6.94
wheat,NL21,20020120,3.542,10.159,7.037,1088798.25,7.594,0.16,2.724,6.877
wheat,NL22,20020120,3.707,10.331,7.856,1153890.375,7.86,0.159,2.62,7.697
