crop_name,adm_id,date,tmin,tmax,prec,rad,tavg,et0,vpd,cwb
maize,NL31,20010514,10.92,20.043,6.326,16453780.0,14.823,3.03,9.331,3.296
maize,NL32,20010514,10.657,17.058,7.614,19675904.0,13.623,3.011,6.65,4.603
maize,NL33,20010514,10.482,17.935,5.027,14310840.0,13.435,2.632,7.343,2.395
maize,NL34,20010514,10.082,15.097,4.479,8828007.0,12.092,1.865,4.82,2.614
maize,NL41,20010514,11.031,19.378,3.701,14503461.0,14.539,2.838,8.726,0.863
maize,NL42,20010514,11.297,19.488,6.221,14241761.0,14.986,2.769,8.457,3.452
maize,NL11,20010515,9.676,17.17,2.965,14275212.0,13.207,2.746,7.582,0.219
maize,NL12,20010515,9.613,16.197,3.936,14361475.0,12.661,2.459,6.069,1.477
maize,NL13,20010515,10.158,17.876,2.182,14880243.0,13.702,3.007,8.62,-0.825
maize,NL21,20010515,11.114,18.637,1.33,16202522.0,14.348,3.234,9.781,-1.904
maize,NL22,20010515,10.905,19.045,1.266,16263835.0,14.68,3.189,10.073,-1.923
maize,NL23,20010515,10.821,17.77,2.809,16034743.0,13.777,2.849,7.946,-0.04
maize,NL31,20010515,10.49,18.743,3.571,16483557.0,14.356,2.968,9.076,0.603
maize,NL32,20010515,10.383,15.096,4.219,15726097.0,12.438,2.307,4.716,1.912
maize,NL33,20010515,10.094,17.948,4.349,17375996.0,13.899,2.832,7.912,1.517
maize,NL34,20010515,9.854,17.839,4.802,18918400.0,13.834,2.9,7.676,1.902
maize,NL41,20010515,10.042,19.397,1.606,17033628.0,14.856,3.171,10.401,-1.565
maize,NL42,20010515,10.1,19.353,0.422,16364188.0,14.931,3.111,10.406,-2.689
maize,NL11,20010516,9.95,16.373,13.783,13228905.0,12.846,2.188,5.917,11.595
maize,NL12,20010516,10.256,15.815,17.362,13421844.0,12.665,2.108,5.342,15.254
maize,NL13,20010516,10.654,16.752,13.047,14410314.0,13.131,2.426,6.328,10.621
maize,NL21,20010516,11.018,17.11,10.68,16503156.0,13.57,2.849,6.718,7.831
maize,NL22,20010516,11.271,17.192,9.341,17757900.0,13.741,3.132,6.847,6.209
maize,NL23,20010516,10.917,16.289,16.244,15287276.0,13.22,2.604,5.748,13.64
maize,NL31,20010516,10.954,16.746,13.683,16296746.0,13.479,2.929,6.28,10.754
maize,NL32,20010516,10.749,14.999,13.24,16073310.0,12.646,2.372,4.665,10.868
maize,NL33,20010516,10.818,16.429,13.26,17239808.0,13.356,2.965,6.105,10.295
maize,NL34,20010516,11.193,16.155,8.174,18283616.0,13.417,3.017,5.963,5.157
maize,NL41,20010516,11.524,17.429,8.685,19638624.0,14.017,3.366,7.35,5.319
maize,NL42,20010516,12.001,17.68,5.391,20846326.0,14.401,3.564,7.834,1.827
maize,NL11,20010517,9.004,16.24,6.837,15979862.0,11.86,3.113,8.038,3.724
maize,NL12,20010517,8.771,14.775,8.349,15792683.0,11.375,2.915,6.473,5.434
maize,NL13,20010517,9.579,16.343,5.968,16933556.0,12.154,3.285,8.246,2.683
maize,NL21,20010517,9.954,16.461,3.944,18758816.0,12.612,3.528,8.463,0.416
maize,NL22,20010517,10.011,16.08,3.328,19821912.0,12.727,3.647,8.124,-0.319
maize,NL23,20010517,9.822,15.046,4.902,17782646.0,11.96,3.184,6.81,1.718
maize,NL31,20010517,10.216,15.229,3.706,18955082.0,12.229,3.414,7.122,0.292
maize,NL32,20010517,9.361,13.847,6.984,17614352.0,11.218,2.989,5.56,3.995
maize,NL33,20010517,10.07,14.901,4.048,19243340.0,11.935,3.449,6.818,0.599
maize,NL34,20010517,9.675,14.261,2.881,20731370.0,11.842,3.657,6.445,-0.776
maize,NL41,20010517,9.638,15.783,2.379,20847140.0,12.719,3.905,8.142,-1.526
maize,NL42,20010517,9.165,16.202,1.519,20899656.0,13.049,4.003,8.562,-2.484
maize,NL11,20010518,8.406,13.398,2.322,17728884.0,10.598,2.496,4.713,-0.174
maize,NL12,20010518,9.056,12.874,1.348,18075860.0,10.697,2.304,3.955,-0.956
maize,NL13,20010518,8.802,13.687,2.75,16867352.0,10.84,2.447,4.714,0.303
maize,NL21,20010518,9.109,13.854,4.551,17129164.0,11.091,2.451,4.676,2.1
maize,NL22,20010518,9.639,13.863,4.62,16359319.0,11.25,2.379,4.507,2.241
maize,NL23,20010518,9.501,13.285,3.509,18347734.0,11.012,2.361,3.78,1.148
maize,NL31,20010518,9.704,13.352,3.741,16902134.0,11.152,2.283,3.749,1.458
maize,NL32,20010518,9.653,12.399,1.088,19663412.0,10.844,2.276,3.124,-1.188
maize,NL33,20010518,9.806,12.945,2.421,17384800.0,11.087,2.292,3.463,0.129
maize,NL34,20010518,10.039,12.741,1.518,14886971.0,11.122,2.054,3.339,-0.536
maize,NL41,20010518,9.655,13.562,2.779,13219623.0,11.26,2.079,4.233,0.7
maize,NL42,20010518,8.916,13.676,2.919,11223048.0,10.94,1.901,4.494,1.018
maize,NL11,20010519,6.496,14.25,0.334,18525230.0,10.653,2.837,6.46,-2.503
maize,NL12,20010519,6.927,14.466,0.357,19654618.0,10.893,2.95,6.371,-2.593
maize,NL13,20010519,6.4,15.155,0.337,17020946.0,11.078,2.913,7.535,-2.576
maize,NL21,20010519,6.532,15.558,0.408,16206897.0,11.362,2.872,7.854,-2.464
maize,NL22,20010519,6.552,15.903,0.481,16195890.0,11.631,2.903,8.043,-2.422
maize,NL23,20010519,7.23,14.919,0.401,18086758.0,11.33,2.864,6.612,-2.463
maize,NL31,20010519,6.986,15.5,0.461,18284380.0,11.49,3.007,7.431,-2.546
maize,NL32,20010519,8.11,13.584,0.155,20516196.0,10.9,2.842,4.999,-2.687
maize,NL33,20010519,7.119,14.835,0.31,21207998.0,11.237,3.186,6.71,-2.876
maize,NL34,20010519,8.549,14.811,0.142,22190420.0,11.732,3.299,6.765,-3.157
maize,NL41,20010519,6.54,16.37,0.288,17482210.0,11.845,3.123,8.753,-2.835
maize,NL42,20010519,7.274,16.739,0.5,15925686.0,12.084,2.975,9.05,-2.475
maize,NL11,20010520,6.149,15.399,0.074,17058866.0,11.052,2.507,7.246,-2.433
maize,NL12,20010520,7.119,15.421,0.085,19579742.0,11.172,2.763,7.128,-2.678
maize,NL13,20010520,5.745,16.119,0.115,15632041.0,11.336,2.487,8.297,-2.372
maize,NL21,20010520,5.547,16.396,0.15,15831630.0,11.525,2.515,8.657,-2.365
maize,NL22,20010520,5.62,16.551,0.274,16447727.0,11.796,2.6,8.803,-2.326
maize,NL23,20010520,6.895,15.654,0.087,17519074.0,11.525,2.639,7.534,-2.552
maize,NL31,20010520,5.998,16.322,0.349,16117286.0,11.816,2.55,8.389,-2.201
maize,NL32,20010520,7.736,14.565,0.133,21656732.0,11.29,2.862,6.028,-2.729
maize,NL33,20010520,6.407,16.101,0.279,17247890.0,11.909,2.62,7.89,-2.341
maize,NL34,20010520,7.904,15.894,0.073,15353621.0,12.291,2.605,7.653,-2.532
maize,NL41,20010520,5.012,17.388,0.008,18628970.0,12.272,2.923,9.983,-2.915
maize,NL42,20010520,5.442,18.148,0.002,21879578.0,12.642,3.326,10.968,-3.324
maize,NL11,20010521,6.675,14.419,0.004,17427914.0,10.48,2.627,6.82,-2.623
maize,NL12,20010521,6.67,14.777,0.0,18944426.0,10.641,2.745,6.971,-2.745
maize,NL13,20010521,6.639,15.247,0.0,16890898.0,10.707,2.738,7.81,-2.738
maize,NL21,20010521,6.958,15.76,0.0,18418252.0,11.096,2.979,8.384,-2.979
maize,NL22,20010521,7.546,16.29,0.0,21203834.0,11.703,3.34,8.851,-3.34
maize,NL23,20010521,7.396,15.479,0.0,20717282.0,11.336,3.058,7.603,-3.058
maize,NL31,20010521,7.627,16.636,0.0,23028082.0,12.063,3.477,8.894,-3.477
maize,NL32,20010521,8.084,14.161,0.0,23671584.0,11.204,3.029,5.708,-3.029
maize,NL33,20010521,7.675,16.903,0.0,24509742.0,12.303,3.601,8.968,-3.601
maize,NL34,20010521,8.179,17.757,0.0,26151376.0,13.053,3.978,9.993,-3.978
maize,NL41,20010521,7.978,17.881,0.0,25052526.0,12.908,3.993,10.665,-3.993
maize,NL42,20010521,8.462,18.136,0.0,25500876.0,13.223,4.095,10.895,-4.095
maize,NL11,20010522,6.363,16.515,0.0,25675722.0,11.77,3.479,8.712,-3.479
maize,NL12,20010522,6.55,16.635,0.0,25824524.0,11.864,3.518,8.775,-3.518
maize,NL13,20010522,6.324,17.965,0.0,26009200.0,12.392,3.78,10.565,-3.78
maize,NL21,20010522,6.55,18.847,0.0,26050402.0,13.041,3.967,11.755,-3.967
maize,NL22,20010522,6.926,19.148,0.0,26145062.0,13.543,4.065,12.085,-4.065
maize,NL23,20010522,7.422,18.065,0.0,26284594.0,12.953,3.866,10.327,-3.866
maize,NL31,20010522,7.482,19.11,0.0,26390808.0,13.686,4.079,11.655,-4.079
maize,NL32,20010522,8.523,15.788,0.0,26031972.0,12.286,3.494,7.297,-3.494
maize,NL33,20010522,7.839,18.858,0.0,26496146.0,13.718,4.051,11.094,-4.051
maize,NL34,20010522,8.531,18.954,0.0,26745282.0,14.14,4.234,11.38,-4.234
maize,NL41,20010522,7.591,19.804,0.0,26390604.0,14.211,4.35,13.095,-4.35
maize,NL42,20010522,7.702,19.903,0.0,25663978.0,14.225,4.371,13.47,-4.371
maize,NL11,20010523,7.819,20.198,0.0,26264208.0,14.643,4.096,12.797,-4.096
maize,NL12,20010523,7.763,20.169,0.0,26393856.0,14.587,4.069,12.514,-4.069
maize,NL13,20010523,7.759,21.502,0.0,26606234.0,15.455,4.404,14.985,-4.404
maize,NL21,20010523,8.176,22.05,0.0,26785598.0,16.037,4.572,16.039,-4.572
maize,NL22,20010523,8.896,22.354,0.0,26886168.0,16.492,4.72,16.496,-4.72
maize,NL23,20010523,8.45,21.089,0.0,26887206.0,15.643,4.345,13.801,-4.345
maize,NL31,20010523,9.021,22.181,0.0,26883532.0,16.448,4.628,15.57,-4.628
maize,NL32,20010523,9.205,18.507,0.0,26650010.0,14.384,3.858,9.646,-3.858
maize,NL33,20010523,9.229,21.841,0.0,26951768.0,16.306,4.579,14.686,-4.579
maize,NL34,20010523,10.172,21.951,0.0,27296274.0,16.64,4.768,14.798,-4.768
maize,NL41,20010523,9.778,22.969,0.0,26903646.0,17.076,4.963,17.439,-4.963
maize,NL42,20010523,9.684,22.927,0.0,26835862.0,16.973,4.85,17.281,-4.85
maize,NL11,20010524,7.945,17.985,0.002,25923622.0,12.773,3.894,9.786,-3.892
maize,NL12,20010524,8.071,17.938,0.004,26148628.0,12.818,3.94,9.741,-3.936
maize,NL13,20010524,8.266,19.915,0.0,26678650.0,13.891,4.333,12.342,-4.333
maize,NL21,20010524,9.328,21.411,0.0,26847162.0,15.135,4.611,14.25,-4.611
maize,NL22,20010524,10.319,22.221,0.003,26880730.0,16.035,4.803,15.182,-4.8
maize,NL23,20010524,9.485,19.692,0.003,27013538.0,14.416,4.372,11.479,-4.369
maize,NL31,20010524,10.411,21.358,0.007,27002842.0,15.628,4.676,13.474,-4.669
maize,NL32,20010524,9.432,16.741,0.008,26522484.0,13.001,3.864,7.652,-3.856
maize,NL33,20010524,10.416,20.855,0.004,27067724.0,15.351,4.591,12.518,-4.587
maize,NL34,20010524,11.25,21.717,0.001,27286548.0,16.15,4.771,13.614,-4.77
maize,NL41,20010524,11.058,23.486,0.003,26841410.0,17.225,5.057,17.134,-5.054
maize,NL42,20010524,10.446,23.927,0.0,26701868.0,17.769,4.932,17.908,-4.932
maize,NL11,20010525,6.776,17.24,0.0,26801324.0,12.032,3.767,9.888,-3.767
maize,NL12,20010525,6.968,17.811,0.0,26951758.0,12.466,3.882,10.609,-3.882
maize,NL13,20010525,6.666,19.633,0.0,27209696.0,13.076,4.207,13.379,-4.207
maize,NL21,20010525,7.25,21.308,0.0,27433874.0,14.247,4.527,15.932,-4.527
maize,NL22,20010525,8.274,22.087,0.0,27537268.0,15.227,4.75,17.033,-4.75
maize,NL23,20010525,8.153,20.017,0.0,27515244.0,14.284,4.351,13.354,-4.351
maize,NL31,20010525,8.728,21.715,0.0,27491562.0,15.411,4.67,15.894,-4.67
maize,NL32,20010525,8.873,16.798,0.0,27231698.0,13.198,3.829,8.686,-3.829
maize,NL33,20010525,9.11,21.212,0.004,27286252.0,15.388,4.581,14.707,-4.577
maize,NL34,20010525,10.254,21.419,0.001,26086724.0,15.604,4.432,14.255,-4.431
maize,NL41,20010525,9.749,22.933,0.001,27275908.0,16.231,4.996,18.261,-4.995
maize,NL42,20010525,10.47,22.887,0.0,27381554.0,16.215,4.976,17.841,-4.976
maize,NL11,20010526,6.743,21.957,0.0,22300998.0,15.343,3.738,14.539,-3.738
maize,NL12,20010526,7.523,20.937,0.0,22506724.0,15.018,3.639,12.688,-3.639
maize,NL13,20010526,6.682,22.924,0.0,22912700.0,16.095,4.032,16.594,-4.032
maize,NL21,20010526,7.591,23.62,0.0,23301434.0,16.824,4.215,17.951,-4.215
maize,NL22,20010526,9.114,23.851,0.0,23706776.0,17.427,4.365,18.202,-4.365
maize,NL23,20010526,9.404,22.198,0.0,23422840.0,16.308,4.104,14.831,-4.104
maize,NL31,20010526,10.475,22.737,0.0,23980124.0,16.994,4.271,15.376,-4.271
maize,NL32,20010526,10.476,18.626,0.042,23331972.0,14.775,3.555,8.939,-3.513
maize,NL33,20010526,11.189,21.431,0.0,24474996.0,16.631,4.174,12.989,-4.174
maize,NL34,20010526,11.798,20.887,0.056,23514900.0,16.981,3.912,11.258,-3.856
maize,NL41,20010526,10.381,24.551,0.001,24139370.0,18.374,4.547,19.134,-4.546
maize,NL42,20010526,9.795,25.007,0.003,24455252.0,18.84,4.508,19.803,-4.505
maize,NL11,20010527,10.801,17.961,1.901,8639433.0,15.019,1.574,5.465,0.327
maize,NL12,20010527,11.295,16.626,1.909,8557385.0,14.826,1.399,3.893,0.51
maize,NL13,20010527,11.099,17.93,1.249,10065062.0,15.703,1.745,5.458,-0.496
maize,NL21,20010527,11.55,18.839,0.899,12490419.0,16.561,2.265,6.942,-1.366
maize,NL22,20010527,12.076,19.661,0.346,14323361.0,16.875,2.724,8.322,-2.378
maize,NL23,20010527,12.261,17.728,1.262,12196262.0,15.823,2.1,5.374,-0.838
maize,NL31,20010527,12.513,18.636,0.448,13950925.0,16.185,2.517,6.705,-2.069
maize,NL32,20010527,12.274,16.204,2.21,10323855.0,14.678,1.645,3.759,0.565
maize,NL33,20010527,12.587,17.993,0.495,14183250.0,15.778,2.506,6.113,-2.011
maize,NL34,20010527,12.664,18.434,0.323,16042153.0,15.777,2.894,7.181,-2.571
maize,NL41,20010527,13.185,20.614,0.156,15618810.0,17.236,3.286,10.136,-3.13
maize,NL42,20010527,13.828,20.905,0.134,17068558.0,17.784,3.458,10.304,-3.324
maize,NL11,20010528,15.026,17.341,1.47,4430924.0,15.999,1.283,3.286,0.187
maize,NL12,20010528,14.646,17.633,0.918,6041030.5,15.913,1.551,3.992,-0.633
maize,NL13,20010528,15.617,18.331,0.618,4434910.5,16.637,1.581,4.31,-0.963
maize,NL21,20010528,15.854,19.747,0.551,5677032.0,17.32,2.04,6.265,-1.489
maize,NL22,20010528,15.768,21.053,0.602,8527834.0,17.849,2.556,8.321,-1.954
maize,NL23,20010528,15.355,19.304,1.115,7871769.5,16.889,2.17,5.882,-1.055
maize,NL31,20010528,15.495,20.658,0.714,10280213.0,17.607,2.622,7.655,-1.908
maize,NL32,20010528,14.2,17.835,0.917,9294505.0,15.819,2.028,4.791,-1.111
maize,NL33,20010528,14.79,20.574,0.64,13424728.0,17.41,2.931,7.996,-2.291
maize,NL34,20010528,13.973,21.893,0.053,19007474.0,17.825,3.757,10.656,-3.704
maize,NL41,20010528,14.89,23.86,0.207,13851891.0,19.038,3.76,13.586,-3.553
maize,NL42,20010528,15.166,24.369,0.116,14812763.0,19.586,3.994,14.567,-3.878
maize,NL11,20010529,10.908,17.626,0.033,23236554.0,14.707,4.224,7.825,-4.191
maize,NL12,20010529,11.182,17.227,0.002,25414606.0,14.562,4.186,7.112,-4.184
maize,NL13,20010529,10.892,18.377,0.014,22974362.0,15.24,4.483,8.824,-4.469
maize,NL21,20010529,11.319,19.574,0.002,22460082.0,15.958,4.716,10.523,-4.714
maize,NL22,20010529,11.713,20.258,0.0,23471556.0,16.458,4.838,11.326,-4.838
maize,NL23,20010529,11.718,18.283,0.0,25102940.0,15.472,4.477,8.43,-4.477
maize,NL31,20010529,11.81,19.508,0.0,25803546.0,16.063,4.695,9.782,-4.695
maize,NL32,20010529,11.934,17.04,0.0,26484924.0,14.581,4.096,6.715,-4.096
maize,NL33,20010529,11.846,19.174,0.0,26818850.0,15.851,4.658,9.324,-4.658
maize,NL34,20010529,12.545,19.757,0.0,26991954.0,16.184,4.758,10.28,-4.758
maize,NL41,20010529,11.645,21.893,0.0,25970364.0,17.169,5.395,14.215,-5.395
maize,NL42,20010529,11.58,22.612,0.0,25466824.0,17.557,5.538,15.596,-5.538
maize,NL11,20010530,9.683,18.953,1.103,22054880.0,14.689,3.396,9.14,-2.293
maize,NL12,20010530,10.006,18.537,0.568,23554702.0,14.817,3.529,8.662,-2.961
maize,NL13,20010530,9.361,19.886,1.007,21633730.0,15.255,3.57,11.027,-2.563
maize,NL21,20010530,9.367,20.477,0.535,20455896.0,15.849,3.575,12.36,-3.04
maize,NL22,20010530,9.878,21.117,0.178,18780326.0,16.411,3.453,13.256,-3.275
maize,NL23,20010530,9.991,19.949,0.382,22197318.0,15.683,3.641,11.146,-3.259
maize,NL31,20010530,10.025,21.004,0.108,19157596.0,16.405,3.364,12.435,-3.256
maize,NL32,20010530,10.726,18.221,0.099,23761918.0,14.99,3.538,8.225,-3.439
maize,NL33,20010530,10.384,20.912,0.23,19499772.0,16.35,3.34,11.817,-3.11
maize,NL34,20010530,11.524,21.551,0.092,21291192.0,16.692,3.788,12.544,-3.696
maize,NL41,20010530,10.718,22.178,0.065,16836810.0,17.165,3.319,14.583,-3.254
maize,NL42,20010530,10.521,22.627,0.045,19186904.0,17.393,3.592,15.661,-3.547
maize,NL11,20010531,10.123,15.779,6.36,17599426.0,12.465,2.874,6.045,3.486
maize,NL12,20010531,10.266,15.426,4.788,19627580.0,12.402,2.971,5.676,1.817
maize,NL13,20010531,10.175,16.213,7.58,18065378.0,12.539,2.996,6.588,4.584
maize,NL21,20010531,10.278,16.705,6.937,19201606.0,12.873,3.168,7.146,3.769
maize,NL22,20010531,10.328,17.27,3.314,20613034.0,13.362,3.445,7.894,-0.131
maize,NL23,20010531,10.538,16.043,2.958,21033938.0,12.867,3.232,6.244,-0.274
maize,NL31,20010531,10.288,16.581,1.284,22012696.0,13.197,3.455,7.018,-2.171
maize,NL32,20010531,10.71,14.907,2.322,23311720.0,12.528,3.197,5.043,-0.875
maize,NL33,20010531,10.715,15.923,0.835,23582094.0,13.19,3.577,6.547,-2.742
maize,NL34,20010531,11.442,16.067,0.474,24421754.0,13.767,3.873,7.122,-3.399
maize,NL41,20010531,10.128,17.714,1.645,22123276.0,13.803,3.894,9.381,-2.249
maize,NL42,20010531,10.165,18.247,2.637,21600826.0,14.135,4.001,10.143,-1.364
maize,NL11,20010601,10.151,15.871,2.959,15668899.0,12.406,2.739,6.486,0.22
maize,NL12,20010601,10.25,15.239,2.498,15205337.0,12.489,2.548,5.599,-0.05
maize,NL13,20010601,10.136,16.076,2.465,15109936.0,12.664,2.725,6.725,-0.26
maize,NL21,20010601,10.056,16.266,2.297,15145251.0,12.989,2.734,6.972,-0.437
maize,NL22,20010601,9.804,16.267,2.343,14397878.0,13.089,2.599,6.861,-0.256
maize,NL23,20010601,10.335,15.408,2.24,14000907.0,12.82,2.465,5.732,-0.225
maize,NL31,20010601,9.786,15.637,2.158,12602410.0,12.935,2.25,5.813,-0.092
maize,NL32,20010601,10.544,14.254,1.931,13242735.0,12.539,2.221,4.408,-0.29
maize,NL33,20010601,10.201,15.289,2.076,11799186.0,13.016,2.192,5.405,-0.116
maize,NL34,20010601,10.906,15.139,1.747,11299993.0,13.305,2.297,5.429,-0.55
maize,NL41,20010601,9.284,16.917,2.978,13773536.0,13.335,2.69,7.952,0.288
maize,NL42,20010601,9.237,17.586,2.675,16032863.0,13.472,3.073,9.128,-0.398
maize,NL11,20010602,8.115,14.349,9.913,7922427.0,10.77,2.042,4.992,7.871
maize,NL12,20010602,8.126,13.894,10.749,8409286.0,10.818,2.141,4.694,8.608
maize,NL13,20010602,8.193,14.649,8.483,8620674.0,10.836,2.17,5.27,6.313
maize,NL21,20010602,7.992,14.666,7.658,8544504.0,10.88,2.137,5.107,5.521
maize,NL22,20010602,8.153,14.824,9.021,9018344.0,10.98,2.218,5.146,6.803
maize,NL23,20010602,8.461,14.292,11.095,9111939.0,10.991,2.274,4.841,8.821
maize,NL31,20010602,8.537,14.687,10.162,8205439.5,11.055,2.311,5.248,7.851
maize,NL32,20010602,8.458,13.763,10.712,8885853.0,10.999,2.368,4.659,8.344
maize,NL33,20010602,8.495,14.306,9.703,8416366.0,11.119,2.426,5.056,7.277
maize,NL34,20010602,8.504,13.613,8.724,9947635.0,11.177,2.488,4.377,6.236
maize,NL41,20010602,8.164,14.962,9.632,9724635.0,11.118,2.346,5.397,7.286
maize,NL42,20010602,7.955,15.248,10.397,10391248.0,11.181,2.285,5.358,8.112
maize,NL11,20010603,8.109,12.3,4.746,16416586.0,9.892,2.718,5.158,2.028
maize,NL12,20010603,8.069,12.034,5.497,18669558.0,9.852,2.789,4.918,2.708
maize,NL13,20010603,8.236,12.238,3.489,16779508.0,9.805,2.715,5.092,0.774
maize,NL21,20010603,7.936,12.151,3.702,16741746.0,9.665,2.603,4.946,1.099
maize,NL22,20010603,7.915,12.017,3.096,17888366.0,9.664,2.662,4.89,0.434
maize,NL23,20010603,8.199,11.881,5.435,19495954.0,9.877,2.8,4.75,2.635
maize,NL31,20010603,8.34,12.11,2.352,20144202.0,9.826,2.96,5.139,-0.608
maize,NL32,20010603,8.284,11.793,3.516,21341974.0,10.052,3.008,4.858,0.508
maize,NL33,20010603,8.175,12.079,1.781,20889480.0,9.852,3.095,5.301,-1.314
maize,NL34,20010603,7.849,12.049,1.448,20155058.0,9.835,3.009,5.298,-1.561
maize,NL41,20010603,7.636,12.489,2.013,19855728.0,9.771,2.966,5.673,-0.953
maize,NL42,20010603,7.212,12.629,2.565,19148014.0,9.737,2.836,5.69,-0.271
maize,NL11,20010604,8.786,14.259,1.786,10841506.0,11.331,1.994,5.151,-0.208
maize,NL12,20010604,8.959,14.46,1.092,14392190.0,11.675,2.285,5.28,-1.193
maize,NL13,20010604,8.975,14.374,1.311,10489001.0,11.401,2.038,5.407,-0.727
maize,NL21,20010604,8.982,14.34,1.276,9800354.0,11.522,1.96,5.428,-0.684
maize,NL22,20010604,8.838,14.802,0.813,9979560.0,11.963,2.054,6.067,-1.241
maize,NL23,20010604,9.157,14.415,0.865,13198163.0,12.043,2.236,5.308,-1.371
maize,NL31,20010604,8.543,15.031,0.537,12261658.0,12.45,2.23,6.182,-1.693
maize,NL32,20010604,9.385,14.158,0.565,18141586.0,12.281,2.489,4.747,-1.924
maize,NL33,20010604,8.231,15.038,0.542,15226970.0,12.839,2.425,6.108,-1.883
maize,NL34,20010604,8.212,14.952,0.688,15575584.0,12.823,2.508,6.318,-1.82
maize,NL41,20010604,7.745,15.571,0.43,11659689.0,12.563,2.358,7.468,-1.928
maize,NL42,20010604,8.009,15.519,0.4,10910236.0,12.273,2.336,7.493,-1.936
maize,NL11,20010605,9.021,18.046,0.492,15168021.0,13.995,2.691,8.636,-2.199
maize,NL12,20010605,10.088,17.906,0.23,17650414.0,14.2,2.878,8.038,-2.648
maize,NL13,20010605,9.236,18.746,0.302,14314923.0,14.384,2.772,9.888,-2.47
maize,NL21,20010605,9.649,19.301,0.069,14119572.0,14.955,2.885,11.112,-2.816
maize,NL22,20010605,10.637,20.02,0.011,15116266.0,15.548,3.134,12.191,-3.123
maize,NL23,20010605,10.737,18.88,0.041,16437241.0,14.908,3.022,9.738,-2.981
maize,NL31,20010605,11.362,19.934,0.003,16910568.0,15.356,3.356,11.578,-3.353
maize,NL32,20010605,11.335,16.791,0.007,19443970.0,14.043,3.045,6.707,-3.038
maize,NL33,20010605,11.755,19.517,0.001,19285716.0,15.318,3.574,10.873,-3.573
maize,NL34,20010605,10.71,19.927,0.027,22419202.0,15.61,3.835,11.612,-3.808
maize,NL41,20010605,11.115,21.405,0.001,18849742.0,16.38,3.772,14.464,-3.771
maize,NL42,20010605,10.6,21.397,0.0,19579530.0,16.4,3.806,14.51,-3.806
maize,NL11,20010606,10.075,18.798,4.454,20190980.0,14.597,3.243,8.758,1.211
maize,NL12,20010606,11.254,18.009,2.74,21094532.0,14.764,3.351,7.729,-0.611
maize,NL13,20010606,10.967,18.931,4.395,18940948.0,15.066,3.281,9.021,1.114
maize,NL21,20010606,11.764,19.094,3.361,18173814.0,15.436,3.284,9.115,0.077
maize,NL22,20010606,12.05,19.6,2.528,18177102.0,15.795,3.423,9.8,-0.895
maize,NL23,20010606,11.851,18.878,1.915,20051320.0,15.402,3.513,8.944,-1.598
maize,NL31,20010606,11.954,19.848,1.389,20297198.0,15.79,3.719,10.131,-2.33
maize,NL32,20010606,11.921,17.145,0.821,22575058.0,14.657,3.307,6.486,-2.486
maize,NL33,20010606,12.347,19.198,0.459,21405516.0,15.598,3.783,9.19,-3.324
maize,NL34,20010606,12.611,18.626,0.609,20163276.0,15.215,3.859,8.88,-3.25
maize,NL41,20010606,12.739,20.267,1.75,19644994.0,16.277,3.961,11.222,-2.211
maize,NL42,20010606,12.834,20.227,1.629,20380460.0,16.389,4.027,11.282,-2.398
maize,NL11,20010607,8.685,14.495,1.662,19937894.0,11.702,3.602,6.311,-1.94
maize,NL12,20010607,9.047,14.14,2.63,22103432.0,11.683,3.655,6.075,-1.025
maize,NL13,20010607,9.062,14.634,1.288,19180318.0,11.912,3.66,6.518,-2.372
maize,NL21,20010607,9.715,14.919,1.316,17054782.0,12.232,3.471,6.788,-2.155
maize,NL22,20010607,10.283,14.931,1.75,16264130.0,12.532,3.335,6.613,-1.585
maize,NL23,20010607,9.723,14.226,1.768,20729832.0,12.108,3.617,6.066,-1.849
maize,NL31,20010607,10.091,14.637,1.671,19733906.0,12.393,3.62,6.421,-1.949
maize,NL32,20010607,9.795,14.025,1.802,22535532.0,11.838,3.632,6.158,-1.83
maize,NL33,20010607,10.186,14.575,2.07,21232358.0,12.399,3.696,6.379,-1.626
maize,NL34,20010607,11.048,15.09,2.026,19665868.0,12.827,3.508,6.268,-1.482
maize,NL41,20010607,10.735,15.57,2.86,16215687.0,12.997,3.268,6.796,-0.408
maize,NL42,20010607,10.479,15.546,5.028,13733077.0,13.028,2.802,5.929,2.226
maize,NL11,20010608,6.878,14.258,3.016,22451720.0,10.666,3.278,6.923,-0.262
maize,NL12,20010608,7.004,14.048,1.262,23819500.0,10.744,3.485,6.939,-2.223
maize,NL13,20010608,7.116,14.948,1.551,22656640.0,11.082,3.473,7.865,-1.922
maize,NL21,20010608,7.154,15.526,1.608,22484706.0,11.422,3.545,8.374,-1.937
maize,NL22,20010608,6.931,16.116,0.897,22760162.0,11.735,3.691,9.015,-2.794
maize,NL23,20010608,7.259,14.982,0.573,24597506.0,11.371,3.72,8.014,-3.147
maize,NL31,20010608,6.496,15.691,0.407,24109490.0,11.453,3.755,8.762,-3.348
maize,NL32,20010608,7.725,13.534,0.521,25043350.0,10.89,3.632,6.553,-3.111
maize,NL33,20010608,7.078,15.07,0.33,24728094.0,11.416,3.745,8.143,-3.415
maize,NL34,20010608,9.157,15.037,0.27,24240024.0,12.019,3.776,7.908,-3.506
maize,NL41,20010608,6.945,16.606,0.64,21820856.0,12.175,3.731,9.582,-3.091
